                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 2.3617,                 1.2292,                0.96255,                 0.7069,                0.32073,                0.36027,                0.12538,                 2.5556,                 1.3143,                0.91674,                0.00505,                0.00505,                0.00505
                     53,                 2.3127,                 1.2018,                0.97327,                0.72677,                0.33377,                0.34906,                0.11617,                 2.6184,                 1.3507,                 0.9524,               0.004951,               0.004951,               0.004951
                     54,                 2.3459,                 1.2638,                0.95393,                 0.7804,                0.34029,                0.37625,                0.13052,                 2.4064,                 1.1491,                0.91686,               0.004852,               0.004852,               0.004852
                     55,                 2.3367,                 1.2455,                 0.9579,                0.65959,                0.30508,                0.29839,                 0.0934,                 2.6701,                  1.449,                 0.9314,               0.004753,               0.004753,               0.004753
                     56,                 2.3389,                 1.2197,                0.96205,                0.61606,                0.28162,                0.26266,                0.08222,                 2.7363,                 1.4433,                0.97111,               0.004654,               0.004654,               0.004654
                     57,                 2.3058,                 1.2009,                0.95275,                0.75246,                0.33687,                0.36612,                0.12285,                 2.5268,                 1.2746,                0.93331,               0.004555,               0.004555,               0.004555
                     58,                 2.2773,                 1.1809,                 0.9463,                0.75291,                0.34289,                0.40136,                0.14988,                  2.401,                 1.1609,                0.92297,               0.004456,               0.004456,               0.004456
                     59,                 2.3251,                 1.2011,                0.94968,                0.77157,                0.33507,                0.38171,                 0.1365,                 2.3227,                 1.1274,                0.90071,               0.004357,               0.004357,               0.004357
                     60,                  2.334,                 1.2271,                0.94977,                0.79534,                0.32725,                0.39365,                0.14458,                 2.3549,                 1.2256,                0.89825,               0.004258,               0.004258,               0.004258
                     61,                 2.3007,                 1.1743,                0.96254,                 0.7328,                0.33611,                0.37691,                0.13488,                 2.3761,                 1.1924,                 0.9128,               0.004159,               0.004159,               0.004159
                     62,                 2.2823,                 1.2002,                0.95633,                0.74773,                0.32847,                0.36121,                 0.1207,                 2.5512,                 1.3089,                0.91586,                0.00406,                0.00406,                0.00406
                     63,                 2.2734,                 1.2289,                0.95613,                0.75728,                 0.3455,                 0.3621,                0.12428,                 2.4611,                 1.2899,                0.92198,               0.003961,               0.003961,               0.003961
                     64,                 2.2982,                 1.2198,                0.95154,                0.76539,                0.35332,                0.40842,                0.15955,                 2.2825,                 1.1959,                0.90186,               0.003862,               0.003862,               0.003862
                     65,                 2.3173,                 1.2058,                0.96271,                0.78708,                0.33638,                0.37988,                0.13406,                 2.3708,                 1.1964,                0.90177,               0.003763,               0.003763,               0.003763
                     66,                 2.2904,                 1.2046,                0.95083,                0.76217,                0.32595,                0.36481,                0.12785,                 2.4775,                 1.2081,                0.92458,               0.003664,               0.003664,               0.003664
                     67,                 2.2612,                  1.187,                 0.9403,                0.78867,                0.34289,                 0.4003,                0.15202,                 2.3884,                 1.2233,                0.91625,               0.003565,               0.003565,               0.003565
                     68,                 2.2307,                 1.1661,                 0.9529,                0.76826,                0.33713,                0.35956,                0.12691,                 2.4023,                 1.2052,                0.90838,               0.003466,               0.003466,               0.003466
                     69,                 2.2494,                 1.1728,                0.95891,                0.64088,                0.28153,                0.25252,                0.07565,                 2.8528,                  1.515,                0.96421,               0.003367,               0.003367,               0.003367
                     70,                 2.2476,                 1.2052,                0.94414,                0.74624,                0.33898,                0.37062,                0.12763,                 2.4296,                 1.1901,                0.90876,               0.003268,               0.003268,               0.003268
                     71,                 2.2424,                 1.1565,                0.94289,                 0.7794,                0.34289,                0.37329,                0.13336,                 2.4069,                  1.234,                0.89665,               0.003169,               0.003169,               0.003169
                     72,                 2.2203,                 1.1903,                0.94553,                 0.7795,                0.35202,                 0.4055,                0.15031,                 2.3358,                 1.1732,                0.89662,                0.00307,                0.00307,                0.00307
                     73,                 2.2586,                 1.1925,                0.93826,                 0.7582,                0.33768,                0.37899,                0.12665,                 2.4509,                 1.2358,                0.92218,               0.002971,               0.002971,               0.002971
                     74,                 2.2554,                 1.2272,                 0.9377,                0.74766,                0.32986,                0.34434,                0.11685,                 2.5257,                 1.2427,                0.92155,               0.002872,               0.002872,               0.002872
                     75,                 2.2666,                 1.1501,                0.93223,                0.83098,                0.34941,                 0.4111,                0.14897,                 2.3932,                 1.2289,                0.90433,               0.002773,               0.002773,               0.002773
                     76,                  2.239,                  1.168,                0.94223,                0.80998,                0.35202,                0.40449,                0.15342,                 2.3158,                 1.2209,                0.89962,               0.002674,               0.002674,               0.002674
                     77,                 2.2329,                 1.1803,                0.94693,                0.78219,                0.35593,                0.40289,                0.14522,                 2.3559,                 1.1812,                0.90403,               0.002575,               0.002575,               0.002575
                     78,                 2.1879,                 1.1274,                 0.9351,                0.84686,                0.33507,                0.38948,                 0.1526,                 2.2999,                 1.0987,                0.90348,               0.002476,               0.002476,               0.002476
                     79,                 2.2359,                  1.151,                 0.9437,                 0.7488,                0.33638,                0.33683,                0.11708,                 2.5359,                 1.2253,                0.93435,               0.002377,               0.002377,               0.002377
                     80,                 2.1781,                 1.1132,                0.93174,                0.78879,                0.34289,                 0.3842,                0.14965,                 2.3084,                 1.1007,                0.90204,               0.002278,               0.002278,               0.002278
                     81,                 2.2174,                 1.1602,                0.93143,                0.77606,                0.34029,                0.37616,                0.13895,                 2.4066,                 1.2041,                0.90387,               0.002179,               0.002179,               0.002179
                     82,                 2.1994,                 1.1467,                 0.9403,                0.77352,                0.35854,                 0.3903,                0.14209,                 2.3539,                 1.1247,                0.90907,                0.00208,                0.00208,                0.00208
                     83,                 2.1879,                 1.1833,                0.93726,                0.76566,                0.35072,                0.37838,                0.13851,                 2.3809,                  1.205,                0.90431,               0.001981,               0.001981,               0.001981
                     84,                 2.2025,                 1.1665,                0.93205,                0.70029,                 0.3351,                 0.3447,                0.12086,                 2.5104,                  1.232,                0.92455,               0.001882,               0.001882,               0.001882
                     85,                 2.2028,                 1.1547,                0.94006,                0.78492,                0.35072,                0.38861,                0.14633,                 2.3136,                 1.1367,                0.89681,               0.001783,               0.001783,               0.001783
                     86,                 2.1809,                 1.1259,                0.92753,                0.79627,                0.35724,                 0.3903,                0.14535,                 2.3305,                 1.1029,                0.90008,               0.001684,               0.001684,               0.001684
                     87,                 2.2089,                 1.1213,                0.91441,                0.79559,                0.35522,                0.38956,                0.14032,                 2.3949,                 1.1863,                0.91463,               0.001585,               0.001585,               0.001585
                     88,                 2.1993,                 1.1418,                0.92815,                0.77116,                0.34811,                0.38316,                 0.1448,                  2.395,                 1.1299,                0.90556,               0.001486,               0.001486,               0.001486
                     89,                 2.1996,                 1.1399,                0.94531,                0.76656,                0.35202,                0.38495,                0.14063,                 2.3726,                 1.1431,                0.93449,               0.001387,               0.001387,               0.001387
                     90,                 2.2194,                 1.1539,                0.93313,                0.75308,                0.33768,                0.36371,                0.12844,                 2.4285,                 1.2259,                0.92997,               0.001288,               0.001288,               0.001288
                     91,                 2.1851,                 1.1563,                0.92217,                0.75113,                 0.3442,                0.37478,                0.13849,                 2.3787,                 1.1708,                0.91193,               0.001189,               0.001189,               0.001189
                     92,                 2.1468,                 1.1389,                0.93035,                0.75656,                0.35984,                0.39247,                0.14548,                 2.3737,                 1.1654,                0.92148,                0.00109,                0.00109,                0.00109
                     93,                 2.1605,                 1.1607,                 0.9394,                0.77131,                0.34029,                0.37662,                0.13893,                 2.3591,                 1.1212,                0.91415,               0.000991,               0.000991,               0.000991
                     94,                 2.1484,                 1.1243,                0.93484,                0.76305,                0.35689,                0.39385,                0.14878,                 2.3406,                 1.1056,                0.90402,               0.000892,               0.000892,               0.000892
                     95,                 2.1168,                 1.1043,                0.92468,                0.78582,                 0.3492,                 0.3959,                0.15169,                 2.2971,                  1.104,                0.89888,               0.000793,               0.000793,               0.000793
                     96,                 2.1713,                 1.1032,                 0.9329,                0.78466,                0.36636,                0.39966,                0.15153,                 2.3495,                 1.1206,                0.90276,               0.000694,               0.000694,               0.000694
                     97,                 2.1513,                 1.1167,                 0.9249,                0.76469,                 0.3559,                0.37567,                 0.1429,                 2.3305,                 1.1211,                0.90129,               0.000595,               0.000595,               0.000595
                     98,                 2.1579,                 1.1259,                0.93201,                0.74789,                0.35197,                0.38142,                0.14493,                 2.3378,                 1.1386,                0.90321,               0.000496,               0.000496,               0.000496
                     99,                 2.1554,                 1.0935,                0.92682,                0.79449,                0.35202,                0.39375,                0.15203,                 2.3124,                 1.1095,                0.90406,               0.000397,               0.000397,               0.000397
                    100,                 2.1776,                 1.1312,                0.92582,                0.78686,                0.34811,                 0.3781,                0.14284,                 2.3434,                  1.128,                0.91179,               0.000298,               0.000298,               0.000298
